"sex","sex_4_TEXT","relStat","dateAffectionate1","dateAffectionate2","dateAmbition1","dateAmbition2","dateArtistic1","dateArtistic2","dateDisposition1","dateDisposition2","dateFamily1","dateFamily2","dateHealth1","dateHealth2","dateHumor1","dateHumor2","dateIntelligent1","dateIntelligent2","dateKind1","dateKind2","dateParenting1","dateParenting2","datePhysatt1","datePhysatt2","dateReligious1","dateReligious2","dateResources1","dateResources2","dateSexy1","dateSexy2","dateStatus1","dateStatus2","selfAffectionate1","selfAffectionate2","selfAmbition1","selfAmbition2","selfArtistic1","selfArtistic2","selfDisposition1","selfDisposition2","selfFamily1","selfFamily2","selfHealth1","selfHealth2","selfHumor1","selfHumor2","selfIntelligent1","selfIntelligent2","selfKind1","selfKind2","selfParenting1","selfParenting2","selfPhysatt1","selfPhysatt2","selfReligious1","selfReligious2","selfResources1","selfResources2","selfSexy1","selfSexy2","selfStatus1","selfStatus2","idealAffection1","idealAffection2","idealAmbition1","idealAmbition2","idealArtistic1","idealArtistic2","idealDisposition1","idealDisposition2","idealFamily1","idealFamily2","idealHealth1","idealHealth2","idealHumor1","idealHumor2","idealIntelligent1","idealIntelligent2","idealKind1","idealKind2","idealParenting1","idealParenting2","idealPhysatt1","idealPhysatt2","idealReligious1","idealReligious2","idealResources1","idealResources2","idealSexy1","idealSexy2","idealStatus1","idealStatus2","ltAttraction","stAttraction","dateInterest","ltAttractionDate","stAttractionDate","dateInterestDate","contactExchange","prevContactExchange","prevContactExchange_1_TEXT","noExchange.","prevKnown","prevKnown_7_TEXT","similarity2.","similarity1","cardUse","openEndedEval","c","p","quarter","PIN","mPIN","dateAffectionateComp","dateAmbitionComp","dateArtisticComp","dateDispositionComp","dateFamilyComp","dateHealthComp","dateHumorComp","dateIntelligentComp","dateKindComp","dateParentingComp","datePhysattComp","dateReligiousComp","dateResourcesComp","dateSexyComp","dateStatusComp","selfAffectionateComp","selfAmbitionComp","selfArtisticComp","selfDispositionComp","selfFamilyComp","selfHealthComp","selfHumorComp","selfIntelligentComp","selfKindComp","selfParentingComp","selfPhysattComp","selfReligiousComp","selfResourcesComp","selfSexyComp","selfStatusComp","idealAffectionComp","idealAmbitionComp","idealArtisticComp","idealDispositionComp","idealFamilyComp","idealHealthComp","idealHumorComp","idealIntelligentComp","idealKindComp","idealParentingComp","idealPhysattComp","idealReligiousComp","idealResourcesComp","idealSexyComp","idealStatusComp","mateAffectionateComp","mateAmbitionComp","mateArtisticComp","mateDispositionComp","mateFamilyComp","mateHealthComp","mateHumorComp","mateIntelligentComp","mateKindComp","mateParentingComp","matePhysattComp","mateReligiousComp","mateResourcesComp","mateSexyComp","mateStatusComp"
0,"",1,4,3,5,5,3,4,5,5,7,7,5,4,6,6,4,5,6,5,6,6,6,5,5,5,7,5,5,5,6,5,6,5,5,5,6,5,7,6,6,6,6,7,6,5,6,6,7,7,5,5,6,5,3,3,6,6,5,5,6,6,6,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,6,7,6,6,5,5,4,4,5,5,5,5,6,6,4,2,3,4,3,4,1,2,"","","1","",3,6,6,"I thought the date went well. We definitely have similar values and outlooks on life. We got along well and are both friendly and kind. It was hard to answer the questions about sexual stuff/religion as we didn't talk about that stuff. Overall, I am not sure there was a romantic connection but we did have similar values and got along nicely. ","r","f24602929_f24169226","fall","f24602929","f24169226",3.5,5,3.5,5,7,4.5,6,4.5,5.5,6,5.5,5,6,5,5.5,5.5,5,5.5,6.5,6,6.5,5.5,6,7,5,5.5,3,6,5,6,5.5,5,5,6,6,6,6,6,6.5,6,5,4,5,5,6,5,5.5,4,6,8,5.5,7.5,7,6,7,5.5,5.5,6.5,6.5,6.5
1,"",1,6,7,7,7,7,6,7,7,7,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,7,7,7,6,6,8,8,3,5,4,4,4,7,8,8,7,7,9,7,7,7,4,8,7,7,7,4,8,7,8,8,8,7,7,6,7,5,5,6,5,5,6,6,5,7,7,5,7,7,6,6,5,7,7,7,5,5,7,7,5,6,5,7,1,4,4,1,1,4,0,2,"","I think she's cool just not my type and a little younger. ","1","",3,2,1,"I think it went good, she's a very nice girl. I think sometimes based on age there's not a whole lot to talk about because it's a big gap. I think the perspective on different things as an upper division undergraduate vs a lower division undergraduate is very different. I feel like the question cards could have been more helpful, and that some of the questions are a little too direct for a casual first conversation. ","r","f2464768_f24154830","fall","f2464768","f24154830",6.5,7,6.5,7,6.5,7,7,7,7,7,7,7,6.5,6.5,7,6,8,4,4,5.5,8,7,8,7,6,7,5.5,7.5,8,7.5,6.5,6,5.5,5,6,6,6,7,6,6,7,5,7,5.5,6,6,7,7,6.5,6,5.5,6,6.5,6.5,5.5,5.5,5,7,5,7
0,"",0,3,4,5,5,4,4,6,6,5,5,5,5,5,4,5,6,4,2,5,4,5,4,5,6,5,4,5,5,5,5,7,5,7,7,6,8,6,7,6,6,6,5,7,5,7,6,7,6,6,5,6,5,5,5,7,7,5,5,7,7,6,5,7,7,6,6,6,6,5,7,7,6,7,6,7,7,7,7,7,7,7,5,5,5,8,6,5,5,6,5,1,1,2,2,2,3,0,2,"","Not interested in them romantically. ","1","",3,3,1,"I thought the date went well, however I didn't have any romantic attraction to my partner. But it was easy to carry on a conversation and I didn't feel super awkward at all. I didn't have many expectations for the date, so I can't say I was disapointed either. I like how we had free range to choose where and what we wanted to do during the 30 minutes. ","r","f24154830_f2464768","fall","f24154830","f2464768",3.5,5,4,6,5,5,4.5,5.5,3,4.5,4.5,5.5,4.5,5,5,6,7,7,6.5,6,5.5,6,6.5,6.5,5.5,5.5,5,7,5,7,5.5,7,6,6,6,6.5,6.5,7,7,7,6,5,7,5,5.5,6,8,4,4,5.5,8,7,8,7,6,7,5.5,7.5,8,7.5
1,"",0,4,3,4,4,5,5,4,4,3,4,3,4,4,3,5,5,4,5,5,5,3,3,5,5,4,5,3,4,3,3,6,6,5,6,6,5,5,9,6,6,6,6,8,8,6,7,6,6,3,3,7,6,5,3,9,6,5,4,7,7,9,6,7,7,8,9,8,9,5,6,7,7,9,8,7,6,8,6,5,5,9,8,6,5,6,8,9,8,7,7,1,1,1,1,2,2,0,2,"","There just was not a spark","1","",2,3,1,"The date was mostly made up of small talk. My partner and I got along well, but I don't find her attractive or desire a romantic connection with her. While I think she is a nice person, I feel like she was just participating in the date for the research credit. I thought the length of the date was too long for the substance of conversation we had.","r","f24375631_f24976386","fall","f24375631","f24976386",3.5,4,5,4,3.5,3.5,3.5,5,4.5,5,3,5,4.5,3.5,3,6,5.5,5.5,7,6,6,8,6.5,6,3,6.5,4,7.5,4.5,7,7.5,7,8.5,8.5,5.5,7,8.5,6.5,7,5,8.5,5.5,7,8.5,7,6.5,8,9,7,4.5,5.5,7.5,6,7,5.5,6.5,0.5,5.5,5.5,6
0,"",1,6,5,5,4,4,5,6,7,5,6,5,5,6,7,6,6,6,6,6,5,5,4,0,2,7,6,5,6,6,6,7,6,8,8,9,9,7,7,4,5,5,6,8,7,6,6,7,7,4,7,7,6,1,0,6,5,6,5,6,6,7,6,7,7,7,7,7,7,5,6,6,6,7,7,7,7,7,7,4,5,7,6,4,4,7,7,6,6,6,6,3,3,3,4,3,4,0,2,"","I think we got along well! And I would like to ask for her Instagram before she leaves...but I got friendly vibes more than romantic, and exchanging a phone number feels a little more intimate to me.","1","",5,3,1,"I enjoyed getting to know her! We got along well, and we talked about school, where we're living, majors, work, and hobbies. I did feel a bit like I should've asked her more about herself, and she asked me a lot of follow up questions about myself. Things didn't feel awkward or uncomfortable, but overall, I think we would've been better as friends. ","r","f24976386_f24375631","fall","f24976386","f24375631",5.5,4.5,4.5,6.5,5.5,5,6.5,6,6,5.5,4.5,1,6.5,5.5,6,6.5,8,9,7,4.5,5.5,7.5,6,7,5.5,6.5,0.5,5.5,5.5,6,6.5,7,7,7,5.5,6,7,7,7,4.5,6.5,4,7,6,6,6,5.5,5.5,7,6,6,8,6.5,6,3,6.5,4,7.5,4.5,7
1,"",0,6,6,5,3,10,9,6,6,8,7,5,5,8,5,7,7,7,7,8,7,4,3,0,0,6,7,5,5,5,4,6,5,9,9,4,4,7,7,7,8,7,7,7,6,8,8,5,6,7,7,9,9,7,5,8,8,6,7,7,7,8,5,6,6,5,5,7,6,7,7,7,6,7,5,7,7,8,8,9,8,9,9,8,8,5,5,7,7,8,6,1,1,1,3,3,3,0,2,"","didn't click ","7","seen them around",2,2,6,"Had very different opinions and strengths but overall she was fun and cool ","s","f24102573_f24473873","fall","f24102573","f24473873",6,4,9.5,6,7.5,5,6.5,7,7,7.5,3.5,0,6.5,5,4.5,5.5,9,4,7,7.5,7,6.5,8,5.5,7,9,6,8,6.5,7,6.5,6,5,6.5,7,6.5,6,7,8,8.5,9,8,5,7,7,6.5,7.5,8,6.5,7.5,5,8,7,5.5,5,3.5,0,4,4.5,5.5
0,"",0,5,5,5,6,7,3,7,7,6,7,5,3,7,6,6,6,5,4,6,6,7,7,6,6,4,6,6,6,6,5,7,6,7,8,8,8,7,6,7,8,5,5,8,8,8,6,6,5,4,6,3,4,0,0,3,5,4,5,6,5,7,6,6,6,5,6,6,6,7,5,5,5,8,7,7,6,7,6,6,6,7,6,2,0,6,5,6,5,7,7,5,6,5,4,4,5,1,2,"","","5","",3,5,6,"I thought it went well - we conversed very easily the whole time and got along. I knew him already through other people and honestly in a little bit of a negative sense, but we got along better than I thought based on that. The cards were very helpful and it did not feel awkward, which I normally would have been worried about. I think as people we are relatively different so long term maybe wouldn't work out great, but on a basic level get along pretty well. I'm pretty sure he is more religious and probably more conservative than me, and our interests and majors are very different, but basically we are compatible.","s","f24473873_f24102573","fall","f24473873","f24102573",5,5.5,5,7,6.5,4,6.5,6,4.5,6,7,6,5,6,5.5,6.5,7.5,8,6.5,7.5,5,8,7,5.5,5,3.5,0,4,4.5,5.5,6.5,6,5.5,6,6,5,7.5,6.5,6.5,6,6.5,1,5.5,5.5,7,5.5,9,4,7,7.5,7,6.5,8,5.5,7,9,6,8,6.5,7
1,"",0,5,5,6,5,7,7,7,7,7,8,6,6,7,6,6,6,5,7,5,5,5,5,7,6,7,5,5,5,5,5,7,9,7,6,0,0,4,4,4,6,6,6,9,7,5,5,5,5,9,8,7,6,0,0,5,6,5,5,5,5,8,9,5,6,5,5,4,4,5,5,6,6,8,8,5,5,5,6,10,9,9,8,5,5,5,5,5,5,5,5,4,3,2,3,3,4,0,2,"","I'm not that attracted to her. ","1","",5,5,1,"I thought it went pretty well and there wasn't a lot of awkward conversation. It was cool to get to know her and we did have a lot of commonalities. However, I don't  think we would really mesh organically outside of this kind of setting. But overall it was pretty nice and I had a good time. ","s","f24578667_f24299786","fall","f24578667","f24299786",5,5.5,7,7,7.5,6,6.5,6,6,5,5,6.5,6,5,5,8,6.5,0,4,5,6,8,5,5,8.5,6.5,0,5.5,5,5,8.5,5.5,5,4,5,6,8,5,5.5,9.5,8.5,5,5,5,5,6.5,6.5,7,6,6,6.5,6.5,6,6.5,7.5,5,4.5,5,5.5,5
0,"",0,4,5,5,5,6,6,7,6,6,5,6,6,6,5,5,6,6,7,5,5,6,5,5,4,5,5,4,5,5,5,7,6,7,6,7,7,6,6,6,6,7,6,7,6,6,6,6,7,8,7,6,4,5,4,5,5,5,6,5,5,7,7,6,7,5,5,6,6,6,6,6,6,6,6,7,6,6,6,7,7,6,5,5,5,5,5,5,6,5,5,3,2,4,3,2,4,1,2,"","","1","",6,7,1,"i feel like we had a lot to talk about without needing the cards because we had a lot in common  and both were putting good effort into conversations. he is an active listener, which i really like because i value a good listener but he also shares his own input and relates to me which was nice. he also seems very aware of his surroundings and environment and i think we shared a lot of the same values. i did kind of feel like it was more like friend-like rather than romantic or date-like but despite that, i still had a good time talking to him for sure.","s","f24299786_f24578667","fall","f24299786","f24578667",4.5,5,6,6.5,5.5,6,5.5,5.5,6.5,5,5.5,4.5,5,4.5,5,6.5,6.5,7,6,6,6.5,6.5,6,6.5,7.5,5,4.5,5,5.5,5,7,6.5,5,6,6,6,6,6.5,6,7,5.5,5,5,5.5,5,8,6.5,0,4,5,6,8,5,5,8.5,6.5,0,5.5,5,5
0,"",0,5,5,5,6,5,5,6,5,7,7,6,5,7,7,7,7,6,6,6,5,6,5,3,3,5,7,5,5,6,6,5,4,6,6,6,6,7,6,8,8,6,5,7,5,6,7,6,6,6,6,5,5,1,1,6,5,5,5,7,8,6,5,6,6,5,5,7,7,6,6,7,6,6,6,6,6,6,6,6,5,6,6,3,2,6,6,6,6,7,7,4,4,3,3,3,3,1,2,"","","1","",5,4,1,"It was fun, I think we had relatively good conversation. I think I may have been talking more than him. I didn't think it was the most awkward thing in the world unlike most first dates. The entire date felt more like hanging out with a friend than going on a date, which I guess is a good thing. ","r","f2428364_f24528591","fall","f2428364","f24528591",5,5.5,5,5.5,7,5.5,7,7,6,5.5,5.5,3,6,5,6,4.5,6,6,6.5,8,5.5,6,6.5,6,6,5,1,5.5,5,7.5,5.5,6,5,7,6,6.5,6,6,6,5.5,6,2.5,6,6,7,4.5,7,7,6.5,6,6,6,6,5.5,3,6,1.5,6,4.5,5.5
1,"",0,5,5,6,6,5,5,7,7,6,7,6,6,6,6,5,5,7,7,5,6,5,5,5,5,7,3,5,5,6,5,6,4,6,7,7,7,5,7,5,7,6,6,7,6,8,6,4,7,3,4,7,5,2,1,5,7,5,5,6,5,7,5,6,7,6,6,6,6,5,5,5,6,7,5,7,5,7,6,5,5,8,6,2,2,5,5,5,6,6,5,1,1,4,2,2,4,1,2,"","","1","",6,5,1,"I think that it was a really strong friend vibe. I found it a lot better than my first one because we didn't use the cards--the conversation was much more enjoyable. It's really a small world because apparently we had some mutual friends, and I definitely could see myself hanging out with her again. However, there wasn't any initial feeling of attraction, and nothing during the date occurred that would change that. ","r","f24528591_f2428364","fall","f24528591","f2428364",5,6,5,7,6.5,6,6,5,7,5.5,5,5,5,5,5.5,5,6.5,7,6,6,6,6.5,7,5.5,3.5,6,1.5,6,5,5.5,6,6.5,6,6,5,5.5,6,6,6.5,5,7,2,5,5.5,5.5,4.5,6,6,6.5,8,5.5,6,6.5,6,6,5,1,5.5,5,7.5
1,"",0,5,4,5,5,6,7,6,6,4,6,5,5,6,5,5,5,5,6,5,5,4,4,4,4,5,5,5,4,6,5,6,4,6,7,4,5,8,7,7,8,6,5,8,5,6,6,7,6,7,5,6,5,4,3,8,7,5,6,6,6,5,5,7,6,5,5,6,6,7,7,6,5,5,5,7,6,5,6,6,6,6,6,5,4,5,5,5,5,5,6,3,3,3,3,3,3,0,2,"","She seemed like a nice person, but I couldn't see her as a romantic partner. She seemed more like a friend.","1","",5,5,6,"I thought the date went well. We talked through all the cards and we both talked a good amount, though I may have talked a bit more. We were pretty similar for a lot of the questions, but because of that she didn't really seem like a romantic partner to me for some reason. The conversation was decent, but it mainly stuck with the cards.","s","f24968405_f24492104","fall","f24968405","f24492104",4.5,5,6.5,6,5,5,5.5,5,5.5,5,4,4,5,4.5,5.5,5,6.5,4.5,7.5,7.5,5.5,6.5,6,6.5,6,5.5,3.5,7.5,5.5,6,5,6.5,5,6,7,5.5,5,6.5,5.5,6,6,4.5,5,5,5.5,5,6,7,6,6,6,5.5,5,6.5,6,6,4,5,5,5
0,"",0,5,5,7,6,5,6,7,7,6,7,6,6,6,5,7,6,6,7,7,6,5,5,4,4,5,6,5,4,6,5,5,5,6,6,7,7,6,6,6,6,6,6,6,5,5,5,6,7,6,6,6,6,4,4,5,5,5,5,5,5,5,5,7,7,5,6,6,6,6,7,7,6,6,7,6,7,7,6,7,7,7,6,3,3,7,7,6,5,5,5,2,2,2,3,3,3,0,2,"","I don't think I could see him as a romantic partner. We had a good conversation but I wouldn't see myself going on another date with him. ","1","",5,5,6,"The date was a little short to get a good perception on my partner but it was nice to be able to go through the questions to get deeper. We had some things in common, but I don't think we had any romantic connection. I think there was also a disconnect because he is a year younger than me and it was hard to relate on certain levels. Overall I enjoyed talking to him but I wouldn't want to go on another date. ","s","f24492104_f24968405","fall","f24492104","f24968405",5,6.5,5.5,7,6.5,6,5.5,6.5,6.5,6.5,5,4,5.5,4.5,5.5,5,6,7,6,6,6,5.5,5,6.5,6,6,4,5,5,5,5,7,5.5,6,6.5,6.5,6.5,6.5,6.5,7,6.5,3,7,5.5,5,5,6.5,4.5,7.5,7.5,5.5,6.5,6,6.5,6,5.5,3.5,7.5,5.5,6
0,"",0,3,5,7,6,5,4,9,7,6,6,6,6,6,5,10,10,7,7,5,4,4,5,0,0,6,6,4,3,5,5,7,6,7,8,7,8,8,8,9,10,8,6,9,8,8,8,7,8,6,5,8,7,0,0,7,5,9,8,7,7,6,6,7,6,5,7,7,7,8,8,6,6,8,8,7,8,7,8,5,5,8,7,0,0,5,5,9,6,6,6,1,1,3,3,3,4,0,2,"","Just doesn't quite seem like a match, I feel bad though super nice guy!!

","1","",5,5,5,"We sat outside and it was quite nice! Although I got more of a friend vibe, I really enjoyed our conversation and overall had a great time. Made me a little less nervous for the second date. I feel bad that I don't want to exchange numbers, but I also don't want to lead on. Thanks!","r","f24677880_f24173430","fall","f24677880","f24173430",4,6.5,4.5,8,6,6,5.5,10,7,4.5,4.5,0,6,3.5,5,6.5,7.5,7.5,8,9.5,7,8.5,8,7.5,5.5,7.5,0,6,8.5,7,6,6.5,6,7,8,6,8,7.5,7.5,5,7.5,0,5,7.5,6,6,6,5,7.5,8,5.5,6.5,7.5,5.5,5.5,6,0,6.5,6.5,6
1,"",0,5,4,6,6,6,7,6,6,5,5,6,6,6,5,7,6,6,7,5,5,6,6,0,0,5,6,5,5,6,6,5,7,6,6,4,6,7,8,8,8,6,5,7,6,8,7,5,6,5,6,6,6,0,0,6,7,7,6,6,6,6,7,6,5,5,5,7,7,7,7,7,6,7,7,7,7,6,7,5,10,10,10,0,0,10,7,10,7,7,7,5,5,7,5,5,6,1,2,"","","1","",6,2,4,"I really liked the date; it was really nice to get to know her. We went outside and sat under a tree and talked to each other. She seemed very friendly and likeable. I hope that we end up exchanging phone numbers so I can get to know her further.","r","f24173430_f24677880","fall","f24173430","f24677880",4.5,6,6.5,6,5,6,5.5,6.5,6.5,5,6,0,5.5,5,6,6,6,5,7.5,8,5.5,6.5,7.5,5.5,5.5,6,0,6.5,6.5,6,6.5,5.5,5,7,7,6.5,7,7,6.5,7.5,10,0,8.5,8.5,7,6.5,7.5,7.5,8,9.5,7,8.5,8,7.5,5.5,7.5,0,6,8.5,7
0,"",0,7,7,9,10,5,5,9,9,8,7,8,8,7,5,9,9,8,9,10,9,7,6,1,0,9,8,6,6,9,10,8,7,8,9,7,6,6,6,9,10,8,8,9,7,8,8,7,9,9,9,7,7,1,0,7,7,6,6,6,8,8,6,8,8,5,5,6,7,8,8,7,7,8,8,8,8,6,8,8,8,8,8,2,0,8,8,6,7,7,7,4,3,5,3,4,5,1,2,"","","1","",5,6,5,"I think that the cards were a great way to get to know my date.  The timing of the date was great, without being too long or too short. ","r","f24366467_f24461742","fall","f24366467","f24461742",7,9.5,5,9,7.5,8,6,9,8.5,9.5,6.5,0.5,8.5,6,9.5,7.5,8.5,6.5,6,9.5,8,8,8,8,9,7,0.5,7,6,7,7,8,5,6.5,8,7,8,8,7,8,8,1,8,6.5,7,7,8,5,6.5,8,6.5,6.5,6.5,7,7.5,6.5,2.5,6.5,6,6
1,"",1,7,8,7,7,8,7,6,6,8,7,8,7,9,8,7,6,7,8,8,7,8,6,5,4,6,7,6,5,7,7,7,7,8,8,5,5,7,6,6,10,6,7,7,6,7,6,7,7,8,7,7,6,5,0,6,7,6,6,6,6,6,7,7,6,5,5,5,6,7,5,6,6,7,6,5,5,6,7,7,7,5,5,5,5,6,5,5,7,5,5,4,4,6,4,4,5,1,2,"","","1","",6,5,6,"this was definitely out of my comfort zone but i am so glad i got to meet and get to know Bella through this opportunity. I had good conversations with her and glad i got to know her. I would hang out with her again.","r","f24461742_f24366467","fall","f24461742","f24366467",7.5,7,7.5,6,7.5,7.5,8.5,6.5,7.5,7.5,7,4.5,6.5,5.5,7,7,8,5,6.5,8,6.5,6.5,6.5,7,7.5,6.5,2.5,6.5,6,6,6.5,6.5,5,5.5,6,6,6.5,5,6.5,7,5,5,5.5,6,5,7.5,8.5,6.5,6,9.5,8,8,8,8,9,7,0.5,7,6,7
0,"",1,6,7,7,6,4,5,7,8,6,7,6,6,6,5,6,5,6,7,7,7,5,5,4,3,5,7,4,5,6,6,7,6,7,8,9,8,8,8,4,6,5,6,8,7,7,7,7,7,5,6,6,6,2,0,5,7,5,5,6,6,7,7,7,7,7,8,7,7,5,6,6,6,7,7,7,7,7,7,5,6,7,6,4,3,7,7,6,6,7,6,4,3,4,4,3,4,0,2,"","We got along well, and I really enjoyed talking to him! But I'm entirely sure if we clicked romantically? We mostly just stuck to the conversation cards","1","",5,5,6,"We mostly stuck to the cards during our conversations, but branched off sometimes too. I think the vibes were fairly relaxed, which was nice and helped me feel comfortable. This date was more structured than the last one, but I noticed little details that were nice (like the way he let me pick the cards and read mine out first). Overall, he seems really nice and I think we got along well, but I don't know if I'm attracted to him and I don't know if he was attracted to me either. ","s","f24976386_f24474958","fall","f24976386","f24474958",6.5,6.5,4.5,7.5,6.5,6,5.5,5.5,6.5,7,5,3.5,6,4.5,6,6.5,7.5,8.5,8,5,5.5,7.5,7,7,5.5,6,1,6,5,6,7,7,7.5,7,5.5,6,7,7,7,5.5,6.5,3.5,7,6,6.5,10,7.5,2.5,10,10,6.5,6.5,4,8.5,8.5,5.5,3.5,4.5,4,6
1,"",0,5,5,8,10,10,10,10,8,10,10,8,7,10,9,8,9,10,10,3,5,8,8,3,2,8,9,5,5,7,8,10,10,5,10,2,3,10,10,10,10,7,6,8,5,5,3,7,10,10,7,6,5,5,2,4,5,3,5,7,5,8,10,7,10,8,9,10,10,9,9,7,9,9,8,8,8,10,10,7,9,7,7,3,3,8,6,5,6,9,5,4,5,4,3,2,4,1,2,"","","1","",6,5,5,"Before the date I was really nervous of meeting someone new, but she made it possible for me to stop being nervous because of how nice she is. The date went good we had a good time and the 40 minutes didn't feel like 40 minutes. I like how she has her goals set and how kind she said she was because I'm the same way. Everything was good and I had an awesome time she was super nice. ","s","f24474958_f24976386","fall","f24474958","f24976386",5,9,10,9,10,7.5,9.5,8.5,10,4,8,2.5,8.5,5,7.5,10,7.5,2.5,10,10,6.5,6.5,4,8.5,8.5,5.5,3.5,4.5,4,6,9,8.5,8.5,10,9,8,8.5,8,10,8,7,3,7,5.5,7,6.5,8,9,7,4.5,5.5,7.5,6,7,5.5,6.5,0.5,5.5,5.5,6
1,"",0,6,5,7,7,7,7,10,8,8,5,8,7,8,5,6,7,8,7,9,9,8,8,6,6,5,5,5,5,6,6,7,10,6,7,4,5,7,8,10,10,8,8,8,10,5,5,8,8,6,7,7,7,7,5,5,5,7,8,6,6,6,10,8,6,5,6,8,8,10,5,8,9,8,10,7,7,8,8,7,7,8,8,5,5,5,5,8,7,6,6,5,5,5,3,2,4,1,2,"","","1","",5,5,4,"","r","f24815631_f24784704","fall","f24815631","f24784704",5.5,7,7,9,6.5,7.5,6.5,6.5,7.5,9,8,6,5,5,6,8.5,6.5,4.5,7.5,10,8,9,5,8,6.5,7,6,5,7.5,6,8,7,5.5,8,7.5,8.5,9,7,8,7,8,5,5,7.5,6,5,8,6.5,8,5.5,7.5,8.5,5,8,8,5,5,5,5,6
0,"",0,5,5,7,8,5,5,6,9,8,8,10,10,6,9,5,5,5,8,6,5,6,6,5,5,5,5,5,4,6,7,5,5,8,8,6,7,8,8,5,6,8,7,9,8,5,5,8,8,8,8,5,5,5,5,5,5,5,5,6,6,5,6,7,7,5,5,7,7,5,5,5,9,7,7,5,5,6,7,6,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,1,2,"","","1","",6,5,4,"It was a good and fun experience. He had almost the same personality as me and that was something I found really funny and interesting. The conversation seemed to flow and there was never really any awkward pauses which was something I really liked. He was overall a very interesting and funny person.","r","f24784704_f24815631","fall","f24784704","f24815631",5,7.5,5,7.5,8,10,7.5,5,6.5,5.5,6,5,5,4.5,6.5,5,8,6.5,8,5.5,7.5,8.5,5,8,8,5,5,5,5,6,5.5,7,5,7,5,7,7,5,6.5,5.5,5,5,5,5,5,8.5,6.5,4.5,7.5,10,8,9,5,8,6.5,7,6,5,7.5,6
1,"",0,5,5,6,7,7,7,7,5,5,5,7,7,7,5,9,8,7,7,2,4,7,7,1,0,5,8,5,5,7,8,5,7,5,6,5,7,6,5,5,6,6,7,7,7,8,9,5,5,4,5,7,7,2,3,4,7,7,6,4,7,7,8,5,5,6,5,6,6,5,5,7,7,7,7,6,8,7,5,5,5,8,8,3,3,4,4,7,7,5,5,4,4,4,3,3,3,1,2,"","","1","",5,6,4,"pretty chill date i would say, chill vibes. chill.","r","f2497471_f24413639","fall","f2497471","f24413639",5,6.5,7,6,5,7,6,8.5,7,3,7,0.5,6.5,5,7.5,6,5.5,6,5.5,5.5,6.5,7,8.5,5,4.5,7,2.5,5.5,6.5,5.5,7.5,5,5.5,6,5,7,7,7,6,5,8,3,4,7,5,7,6,5,6,5.5,6,7,7,6.5,4.5,5.5,0,6.5,3.5,6.5
0,"",0,6,5,5,5,5,6,5,6,5,5,5,5,5,5,7,6,5,6,4,4,6,6,0,0,5,5,5,5,5,5,7,7,6,6,4,6,6,6,5,6,6,6,7,7,7,7,6,7,4,5,6,5,0,0,6,7,4,3,7,6,7,6,5,6,5,5,5,6,5,6,6,7,6,7,7,7,6,7,4,5,7,6,0,0,7,6,6,5,7,6,3,1,4,3,1,3,1,2,"","","1","",5,6,4,"We used the cards as conversation starters and went from there. He seemed like a very cool guy, and we talked about our thoughts on religion for a decent bit. We agreed on a lot of things like values and personality traits. He seemed emotionally intelligent and I enjoyed broaching on deeper conversation topics like religion.","r","f24413639_f2497471","fall","f24413639","f2497471",5.5,5,5.5,5.5,5,5,5,6.5,5.5,4,6,0,5,5,5,7,6,5,6,5.5,6,7,7,6.5,4.5,5.5,0,6.5,3.5,6.5,6.5,5.5,5,5.5,5.5,6.5,6.5,7,6.5,4.5,6.5,0,6.5,5.5,6.5,6,5.5,6,5.5,5.5,6.5,7,8.5,5,4.5,7,2.5,5.5,6.5,5.5
1,"",0,6,8,6,5,7,7,6,6,6,6,7,8,8,6,7,5,7,6,6,6,6,6,5,5,4,6,7,6,5,7,5,6,7,7,7,6,7,5,2,4,7,5,6,7,7,6,7,7,5,5,5,6,4,5,6,7,7,7,6,6,7,6,6,8,6,7,6,6,5,6,6,6,6,6,8,7,7,8,7,7,8,9,5,5,7,6,7,8,7,7,1,4,4,4,4,4,1,2,"","","1","",5,4,4,"I thought the date went well and was not akward, most likely because of the cards. The cards helped with conversation starters. It was however also easily to improvise and let the conversation flow naturally. Overall good date. ","s","f243472_f24691844","fall","f243472","f24691844",7,5.5,7,6,6,7.5,7,6,6.5,6,6,5,5,6.5,6,5.5,7,6.5,6,3,6,6.5,6.5,7,5,5.5,4.5,6.5,7,6,6.5,7,6.5,6,5.5,6,6,7.5,7.5,7,8.5,5,6.5,7.5,7,4.5,6,6,6,6.5,6,7,6,6,6,5.5,2.5,5.5,5,5
